Order,Property Id,DOF Gross Floor Area,Year Built,Number of Buildings - Self-reported,Occupancy,Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Water Intensity (All Water Sources) (gal/ft²),Latitude,Longitude,Community Board,Census Tract,log_Direct GHG Emissions (Metric Tons CO2e),log_Water Intensity (All Water Sources) (gal/ft²),Borough_Staten Island,Largest Property Use Type_Adult Education,Largest Property Use Type_Automobile Dealership,Largest Property Use Type_Bank Branch,Largest Property Use Type_College/University,Largest Property Use Type_Convenience Store without Gas Station,Largest Property Use Type_Courthouse,Largest Property Use Type_Distribution Center,Largest Property Use Type_Enclosed Mall,Largest Property Use Type_Financial Office,Largest Property Use Type_Hospital (General Medical & Surgical),Largest Property Use Type_Hotel,Largest Property Use Type_K-12 School,Largest Property Use Type_Library,Largest Property Use Type_Mailing Center/Post Office,Largest Property Use Type_Manufacturing/Industrial Plant,Largest Property Use Type_Medical Office,Largest Property Use Type_Movie Theater,Largest Property Use Type_Multifamily Housing,Largest Property Use Type_Museum,Largest Property Use Type_Non-Refrigerated Warehouse,Largest Property Use Type_Other,Largest Property Use Type_Other - Education,Largest Property Use Type_Other - Entertainment/Public Assembly,Largest Property Use Type_Other - Lodging/Residential,Largest Property Use Type_Other - Mall,Largest Property Use Type_Other - Public Services,Largest Property Use Type_Other - Recreation,Largest Property Use Type_Other - Services,Largest Property Use Type_Other - Specialty Hospital,Largest Property Use Type_Outpatient Rehabilitation/Physical Therapy,Largest Property Use Type_Parking,Largest Property Use Type_Performing Arts,Largest Property Use Type_Pre-school/Daycare,Largest Property Use Type_Refrigerated Warehouse,"Largest Property Use Type_Repair Services (Vehicle, Shoe, Locksmith, etc.)",Largest Property Use Type_Residence Hall/Dormitory,Largest Property Use Type_Residential Care Facility,Largest Property Use Type_Restaurant,Largest Property Use Type_Retail Store,Largest Property Use Type_Self-Storage Facility,Largest Property Use Type_Senior Care Community,Largest Property Use Type_Social/Meeting Hall,Largest Property Use Type_Strip Mall,Largest Property Use Type_Supermarket/Grocery Store,Largest Property Use Type_Urgent Care/Clinic/Other Outpatient,Largest Property Use Type_Wholesale Club/Supercenter,Largest Property Use Type_Worship Facility,score
6315,2789698,55015.0,1925,1,100,77.2,5.3,0.6,95.77,40.86822,-73.91824100000001,12.0,303.0,5.439817,4.5619493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6318,2587913,377493.0,1960,1,100,56.2,13.4,0.1,2.83,40.868911,-73.917524,12.0,303.0,5.394536,1.0402766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
6324,2665472,58198.0,1925,1,100,80.0,3.0,0.1,70.44,40.866433,-73.921526,12.0,293.0,6.047845,4.254761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6325,2665474,58198.0,1925,1,100,80.0,3.0,0.1,,40.866276,-73.921942,12.0,293.0,6.047845,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6335,2683871,63527.0,1937,1,100,66.3,3.2,0.6,,40.868097,-73.922862,12.0,295.0,5.2208962,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6337,2653215,50583.0,1936,1,100,87.8,4.2,0.8,,40.868278000000004,-73.922308,12.0,295.0,5.322034,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6340,2814426,127200.0,1925,1,100,73.9,3.2,0.1,11.65,40.869198,-73.92045999999999,12.0,303.0,6.1471853,2.455306,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6343,2668970,83766.0,1929,1,100,81.5,4.4,0.7,63.6,40.869199,-73.916989,12.0,303.0,5.749393,4.1526136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6356,4492199,60180.0,1925,1,100,77.8,2.2,,,40.870379,-73.91726899999999,12.0,303.0,5.658785,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6361,5083682,151794.0,1921,1,100,17.9,1.9,0.1,21.62,40.871283,-73.914278,12.0,297.0,5.0119677,3.073619,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6364,2640734,86352.0,1920,1,100,64.9,3.9,0.0,64.21,40.866188,-73.930131,12.0,287.0,5.796969,4.162159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6365,2665494,80736.0,1927,1,100,99.0,4.1,,75.98,40.866383,-73.930384,12.0,287.0,6.302619,4.33047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6367,3114991,56700.0,1925,1,100,80.2,5.2,0.7,13.13,40.86695,-73.92841700000001,12.0,295.0,5.3244724,2.5748997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6369,2801274,58585.0,1926,1,100,96.2,4.1,0.9,,40.8669,-73.927086,12.0,295.0,5.5361524,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6371,2817487,56700.0,1925,1,100,174.8,,,,40.866335,-73.927882,12.0,295.0,6.3382406,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6373,2669418,52143.0,1930,1,100,109.5,4.0,,62.74,40.868076,-73.92511400000001,12.0,295.0,5.979392,4.1389995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6380,2656275,124174.0,1938,1,100,88.1,5.6,,59.63,40.872899,-73.918181,12.0,307.0,6.3370028,4.0881586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6392,4628488,148500.0,1973,0,100,49.4,12.9,0.0,,40.812717,-73.915369,1.0,43.0,0.8754688,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6395,3124135,87000.0,1924,1,100,12.2,2.6,0.0,3.31,40.804746,-73.922527,1.0,19.0,2.8094027,1.1969482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6399,4043729,50710.0,1929,1,50,52.0,15.2,,,40.809294,-73.922739,1.0,39.0,-inf,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
6400,4926664,88323.0,1983,1,100,79.5,5.1,0.7,56.67,40.808372999999996,-73.92112900000001,1.0,39.0,5.6671185,4.037245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6402,4339617,51614.0,1996,1,80,5.5,1.6,,12.06,40.808615,-73.921699,1.0,39.0,-inf,2.4898942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6407,3452974,110939.0,2000,1,100,21.3,2.2,0.2,29.97,40.811299,-73.917061,1.0,41.0,4.255613,3.4001968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
6413,4930972,132147.0,2015,1,100,33.4,7.2,0.1,,40.815363,-73.915947,1.0,71.0,4.350278,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6423,4749220,181500.0,1931,1,100,3.2,0.9,0.0,,40.807415,-73.928882,1.0,19.0,0.47000363,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
6430,3452999,214560.0,2001,1,100,7.5,1.8,0.0,3.63,40.810699,-73.931313,1.0,51.0,1.5260563,1.2892327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
6431,4509467,154380.0,1928,1,30,30.2,3.1,,3.66,40.808492,-73.930665,1.0,51.0,5.4178767,1.2974632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6433,3506790,69780.0,1930,1,100,44.5,7.2,0.2,,40.816241,-73.918355,1.0,65.0,4.454347,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6449,4551208,82956.0,1922,1,100,22.0,0.2,0.3,,40.816951,-73.92987600000001,1.0,63.0,4.5930977,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6450,4600619,60200.0,1928,1,100,37.3,5.3,0.2,2.44,40.816014,-73.928428,1.0,63.0,4.7440624,0.89199805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
6454,3452967,122354.0,2006,1,100,15.5,2.7,0.1,4.4,40.814007000000004,-73.93132,1.0,63.0,3.7208624,1.4816046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
6463,5831091,118000.0,1952,1,100,31.9,4.4,0.1,,40.820071999999996,-73.92981800000001,4.0,63.0,4.7256165,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
6464,3126761,52000.0,1951,1,100,23.2,,,,40.823861,-73.92800799999999,4.0,63.0,3.708682,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6468,3114641,464489.0,2006,4,100,77.9,19.8,0.1,15.47,40.823467,-73.931,4.0,63.0,5.4697466,2.7389026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
6476,4954136,137150.0,2008,1,100,84.9,25.5,0.0,7.45,40.818727,-73.914241,1.0,71.0,-inf,2.008214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6477,4954137,151229.0,2006,1,100,191.8,22.4,1.3,12.45,40.819224,-73.913785,1.0,71.0,6.8517137,2.5217206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6482,5845999,120000.0,2009,1,100,39.9,11.7,,,40.823702000000004,-73.91194,3.0,141.0,-inf,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6506,2810867,73555.0,2000,1,100,94.8,8.1,0.7,82.13,40.821605,-73.912102,1.0,69.0,5.693395,4.4083033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6517,3316452,90800.0,1935,1,100,18.0,2.6,0.1,0.35,40.826004,-73.911673,3.0,143.0,4.0073333,-1.0498221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6562,2798095,218388.0,1930,1,100,30.6,8.1,0.0,6.56,40.825685,-73.918817,4.0,61.0,3.443618,1.8809906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6564,5703280,159000.0,1935,1,0,32.0,1.2,0.3,,40.819071,-73.927063,4.0,61.0,5.4642553,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6575,3286997,52000.0,1935,1,100,98.6,6.4,0.8,131.32,40.832035,-73.91690899999999,4.0,18101.0,5.3546977,4.8776374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6601,2643943,123000.0,1936,1,100,116.7,,0.9,93.14,40.832764000000005,-73.918042,4.0,18102.0,6.404071,4.534104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6603,2563004,53934.0,1930,1,100,96.5,5.5,0.0,139.24,40.836031,-73.916213,4.0,17901.0,5.7458835,4.936199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6616,2817526,135870.0,1948,1,100,64.3,3.9,0.0,58.23,40.828346999999994,-73.921838,4.0,18301.0,6.1810513,4.0644007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6642,2665210,171044.0,1928,1,100,79.4,4.1,0.7,,40.835879,-73.918837,4.0,197.0,6.381985,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6659,2665512,150640.0,1946,1,100,69.2,5.4,,80.2,40.825437,-73.925209,4.0,63.0,6.095599,4.3845234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6669,3433039,76822.0,1927,1,100,70.9,5.4,0.6,,40.830735,-73.922027,4.0,195.0,5.503704,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6696,2730704,96480.0,1928,1,100,90.4,4.9,0.8,186.1,40.825863,-73.925913,4.0,63.0,6.029964,5.226284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6700,4415005,258200.0,1975,1,100,1.3,0.4,,0.06,40.830158000000004,-73.924572,4.0,195.0,-inf,-2.8134108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6712,4415003,556968.0,1975,1,100,8.9,2.6,,,,,,,-inf,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6713,4415004,277720.0,2008,1,100,4.6,1.4,,,40.830482,-73.92439399999999,4.0,63.0,-inf,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6720,4415002,361669.0,2009,1,100,1.3,0.4,,,40.828768,-73.928104,4.0,63.0,-inf,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6721,4942055,63000.0,1902,1,100,119.7,11.8,0.8,6.4,40.830724,-73.92945999999999,4.0,189.0,5.5861244,1.856298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6722,4405712,50160.0,1970,1,100,66.4,5.9,0.5,69.04,40.830276,-73.928514,4.0,189.0,4.961445,4.234686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6736,2649932,80581.0,1930,1,100,82.3,4.0,0.7,123.32,40.834637,-73.924299,4.0,199.0,5.709433,4.8147826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6753,3015494,63692.0,1939,1,100,106.2,4.4,0.9,,40.832781,-73.927897,4.0,189.0,5.779199,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6767,4412840,141170.0,1929,1,50,7.9,2.5,0.0,3.67,40.832901,-73.93125699999999,4.0,189.0,-inf,1.3001916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
6786,4034913,97758.0,1928,1,100,54.1,2.9,,50.52,40.841223,-73.925813,4.0,201.0,5.7972727,3.9223692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6796,3100532,101235.0,1930,1,100,77.9,9.4,0.5,21.23,,,,,5.630853,3.0554152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6798,2743239,300000.0,1960,1,100,107.2,6.0,1.0,6.08,40.800887,-73.915485,1.0,19.0,7.189017,1.8050047,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6806,2817915,55276.0,1927,1,100,93.5,5.7,0.8,21.59,40.812049,-73.91025,1.0,35.0,5.723585,3.0722303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6812,4000423,54848.0,1929,1,100,155.3,2.9,1.6,96.47,40.809153,-73.910547,1.0,35.0,6.203345,4.569232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6813,4409278,55576.0,1914,1,100,6.1,1.8,,1.35,40.80753,-73.909166,1.0,33.0,-inf,0.30010462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
6818,4003970,69102.0,1928,1,100,86.8,4.4,0.8,,40.811197,-73.90881,1.0,35.0,5.5683446,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6826,4413312,155000.0,1928,1,50,3.0,0.8,0.0,0.0,40.800816,-73.91149399999999,1.0,19.0,0.7419373,-inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
6832,4412763,88000.0,1929,1,100,44.8,0.0,0.5,0.37,40.802149,-73.91055300000001,1.0,19.0,5.392718,-0.99425226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
6833,4600618,76100.0,1920,1,100,25.1,,0.2,0.98,40.804101,-73.91108100000001,1.0,19.0,4.0707345,-0.020202687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
6834,3941202,125600.0,1954,1,100,20.0,,,,40.803798,-73.910377,1.0,19.0,4.3707128,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6836,2808283,59675.0,1949,1,100,53.2,4.6,0.4,5.56,40.803036999999996,-73.90883199999999,1.0,19.0,4.806477,1.7155981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6838,4516303,54325.0,1940,1,100,29.3,8.6,,45.66,40.804413000000004,-73.909661,1.0,19.0,-inf,3.8212225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6840,4950941,100000.0,1920,1,100,9.2,1.9,0.0,0.13,40.800787,-73.909803,1.0,19.0,2.6100698,-2.040221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
6842,4341150,74350.0,1946,1,100,142.8,15.4,1.0,25.82,40.808975,-73.907159,1.0,31.0,5.875773,3.2511494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6846,5870440,275000.0,1929,1,100,44.7,1.7,0.4,,40.811082,-73.905693,1.0,31.0,6.3468637,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6852,4201154,213776.0,1971,1,100,43.9,3.9,0.3,0.9,40.806888,-73.902549,2.0,93.0,6.6038084,-0.105360545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6853,3878102,185000.0,1969,1,100,18.5,5.4,,0.98,40.805977,-73.90239100000001,2.0,93.0,-inf,-0.020202687,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6862,2738143,62999.0,1927,1,100,22.2,6.5,,2.53,40.811448,-73.894302,2.0,93.0,-inf,0.9282193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6879,2800327,74990.0,1910,1,100,103.2,8.7,0.8,104.65,40.830095,-73.903053,3.0,149.0,5.572914,4.6506214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6914,3501651,54500.0,1926,1,100,75.5,5.8,0.6,,40.813584000000006,-73.905006,1.0,79.0,5.086361,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6917,5877641,55500.0,1920,1,100,101.1,29.1,,37.39,40.819094,-73.90271899999999,1.0,79.0,-inf,3.6214032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
